"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST31-K330A révisionH pour version bi-mode (contact et sanscontact) ou version sans contact seulement,incluant optionnellement la librairiecryptographique Neslib v3.2, la librairieMIFARE DESFireTM EV1 v2.2 et la librairieMIFARE Plus-STM v1.3","STMicroelectronics","FR","EAL5+,ALC_DVS.2,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_V1.0","01/05/2015","10/05/2023","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-94_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi_cible_2014_94_LITE.pdf","03/30/2018","Microcontr&ocirc;leur s&eacute;curis&eacute; ST31 - K330A r&eacute;vision H pour version bi-mode &#x28;contact et sans &#xd;&#xa;contact&#x29; ou version sans contact seulement, incluant optionnellement la librairie cryptographique Neslib  v 3.2, la librairie MIFARE DESFire EV1v2.2 et la librairie MIFARE Plus -S v1.3","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_94-m01.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2014_94-m01en.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST31-K330A révisionH pour version bi-mode (contact et sanscontact) ou version sans contact seulement,incluant optionnellement la librairiecryptographique Neslib v3.2, la librairieMIFARE DESFireTM EV1 v2.2 et la librairieMIFARE Plus-STM v1.3","STMicroelectronics","FR","EAL5+,ALC_DVS.2,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_V1.0","01/05/2015","10/05/2023","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-94_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi_cible_2014_94_LITE.pdf","04/30/2018","Microcontr&ocirc;leur s&eacute;curis&eacute; ST31&#xd;&#xa;-&#xd;&#xa;K330A r&eacute;vision &#xd;&#xa;I pour version contact seulement, incluant &#xd;&#xa;optionnellement la librairie cryptographique &#xd;&#xa;Neslib r&eacute;vision 3.&#xd;&#xa;2","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_95-m01.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2014_95-m01en.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST31-K330A révisionH pour version bi-mode (contact et sanscontact) ou version sans contact seulement,incluant optionnellement la librairiecryptographique Neslib v3.2, la librairieMIFARE DESFireTM EV1 v2.2 et la librairieMIFARE Plus-STM v1.3","STMicroelectronics","FR","EAL5+,ALC_DVS.2,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_V1.0","01/05/2015","10/05/2023","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-94_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi_cible_2014_94_LITE.pdf","05/10/2018","Reassessment report: ANSSI-CC-2014/94-S04","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_94_s04fr.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST31-K330A révisionH pour version bi-mode (contact et sanscontact) ou version sans contact seulement,incluant optionnellement la librairiecryptographique Neslib v3.2, la librairieMIFARE DESFireTM EV1 v2.2 et la librairieMIFARE Plus-STM v1.3","STMicroelectronics","FR","EAL5+,ALC_DVS.2,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_V1.0","01/05/2015","10/05/2023","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-94_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi_cible_2014_94_LITE.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST31-K330A révisionI pour version contact seulement, incluantoptionnellement la librairie cryptographiqueNeslib révision 3.2","STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","01/05/2015","10/05/2023","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-95_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi_cible_2014_95_LITE.pdf","04/30/2018","Microcontr&ocirc;leur s&eacute;curis&eacute; ST31-K330A r&eacute;vision I pour version contact seulement, incluant optionnellement la librairie cryptographique Neslib r&eacute;vision 3.2","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_95-m01.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2014_95-m01en.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST31-K330A révisionI pour version contact seulement, incluantoptionnellement la librairie cryptographiqueNeslib révision 3.2","STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","01/05/2015","10/05/2023","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-95_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi_cible_2014_95_LITE.pdf","05/10/2018","Reassessment report: ANSSI-CC-2014/95-S04","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_95_s04fr.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST31-K330A révisionI pour version contact seulement, incluantoptionnellement la librairie cryptographiqueNeslib révision 3.2","STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","01/05/2015","10/05/2023","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-95_EN.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi_cible_2014_95_LITE.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDeal PASS, version 2 - Application BAC","MORPHO &#x2f; Infineon Technologies AG","FR","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_BA_V1.10","07/22/2014","01/08/2026","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014_53.pdf","http://commoncriteriaportal.org:443/files/epfiles/2014_0000001657 - ASE - ARES - Security Target Lite for BAC.pdf","08/01/2021","Reassessment report: ANSSI-CC-2014/53-S02","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014_53-S02.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDeal PASS, version 2 - Application BAC","MORPHO &#x2f; Infineon Technologies AG","FR","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_BA_V1.10","07/22/2014","01/08/2026","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014_53.pdf","http://commoncriteriaportal.org:443/files/epfiles/2014_0000001657 - ASE - ARES - Security Target Lite for BAC.pdf","11/29/2022","Maintenance report : ANSSI-CC-2014/53-M01","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_53-m01.pdf","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-cible_2014-53en.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDeal PASS, version 2 - Application BAC","MORPHO &#x2f; Infineon Technologies AG","FR","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_BA_V1.10","07/22/2014","01/08/2026","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014_53.pdf","http://commoncriteriaportal.org:443/files/epfiles/2014_0000001657 - ASE - ARES - Security Target Lite for BAC.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDeal PASS, version 2 - Application EAC avec PACE","MORPHO &#x2f; Infineon Technologies AG","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","MRTD_ICAO_EAC_V1.3","07/22/2014","01/08/2026","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014_54fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/2014_0000001656 - ASE - ARES - Security Target Lite for EAC with PACE.pdf","08/01/2021","Reassessment report: ANSSI-CC-2014/54-S02","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014_54-S02.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDeal PASS, version 2 - Application EAC avec PACE","MORPHO &#x2f; Infineon Technologies AG","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","MRTD_ICAO_EAC_V1.3","07/22/2014","01/08/2026","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014_54fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/2014_0000001656 - ASE - ARES - Security Target Lite for EAC with PACE.pdf","11/29/2022","Maintenance report : ANSSI-CC-2014/54-M01","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_54-m01.pdf","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-cible_2014-54en.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDeal PASS, version 2 - Application EAC avec PACE","MORPHO &#x2f; Infineon Technologies AG","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","MRTD_ICAO_EAC_V1.3","07/22/2014","01/08/2026","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014_54fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/2014_0000001656 - ASE - ARES - Security Target Lite for EAC with PACE.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST33G1M2 révision F, Firmware révision 9, incluant optionnellement la bibliothèque cryptographique Neslib 4.1 et la bibliothèque MIFARE® DESFire® EV1 révision 3.7 ou 3.8","STMicroelectronics S.A.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","07/21/2014","10/18/2024","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-46.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST33G1M2_SECURITY_TARGET_PUBLIC_SMD_ST33G_ST_13_002_v2_3.pdf","03/17/2016","ANSSI-CC-2014/46-M01","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_46-m01.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST33G1M2 révision F, Firmware révision 9, incluant optionnellement la bibliothèque cryptographique Neslib 4.1 et la bibliothèque MIFARE® DESFire® EV1 révision 3.7 ou 3.8","STMicroelectronics S.A.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","07/21/2014","10/18/2024","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-46.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST33G1M2_SECURITY_TARGET_PUBLIC_SMD_ST33G_ST_13_002_v2_3.pdf","01/18/2018","ANSSI-CC-2014/46-M02","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_46-m02fr.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST33G1M2 révision F, Firmware révision 9, incluant optionnellement la bibliothèque cryptographique Neslib 4.1 et la bibliothèque MIFARE® DESFire® EV1 révision 3.7 ou 3.8","STMicroelectronics S.A.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","07/21/2014","10/18/2024","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-46.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST33G1M2_SECURITY_TARGET_PUBLIC_SMD_ST33G_ST_13_002_v2_3.pdf","10/18/2019","Reassessment report : ANSSI-CC-2014/46-S05","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2014_46-s05fr.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Microcontrôleur sécurisé ST33G1M2 révision F, Firmware révision 9, incluant optionnellement la bibliothèque cryptographique Neslib 4.1 et la bibliothèque MIFARE® DESFire® EV1 révision 3.7 ou 3.8","STMicroelectronics S.A.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","07/21/2014","10/18/2024","http://commoncriteriaportal.org:443/files/epfiles/ANSSI-CC-2014-46.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST33G1M2_SECURITY_TARGET_PUBLIC_SMD_ST33G_ST_13_002_v2_3.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","STARCOS 3.4 ID Tachograph version C2","G&#x2b;D Mobile Security GmbH","NL","EAL4+,ADV_IMP.2,ALC_DVS.2,AVA_VAN.5","","09/02/2010","09/02/2025","http://commoncriteriaportal.org:443/files/epfiles/Certification_Report_NSCIB-CC-09-11192-CR2.pdf","http://commoncriteriaportal.org:443/files/epfiles/GDM_STA34_TACHO_ASE_Lite.pdf","01/31/2011","Starcos 3.4 ID Tachograph version C3","http://commoncriteriaportal.org:443/files/epfiles/Maintenance_Report_NSCIB-CC-09-11192-MA1.pdf","http://commoncriteriaportal.org:443/files/epfiles/GDM_STA34_TACHO_ASE_C3_Lite.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","STARCOS 3.4 ID Tachograph version C2","G&#x2b;D Mobile Security GmbH","NL","EAL4+,ADV_IMP.2,ALC_DVS.2,AVA_VAN.5","","09/02/2010","09/02/2025","http://commoncriteriaportal.org:443/files/epfiles/Certification_Report_NSCIB-CC-09-11192-CR2.pdf","http://commoncriteriaportal.org:443/files/epfiles/GDM_STA34_TACHO_ASE_Lite.pdf","","","",""
"Key Management Systems","ADSS PKI Server v8","Ascertia Ltd.","IT","EAL4","","04/17/2023","04/17/2028","http://commoncriteriaportal.org:443/files/epfiles/cr_adss-pki-server-v8_v1.0_en.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_adss-pki-server-v8_v9.pdf","","","",""
"Key Management Systems","SIAVAL PKI VERSION 1","SIA Sistemas Inform&aacute;ticos Abiertos S.A.","ES","EAL4+,ALC_FLR.1","","04/21/2022","04/21/2027","http://commoncriteriaportal.org:443/files/epfiles/2020-34 INF-3784.pdf","http://commoncriteriaportal.org:443/files/epfiles/2020-34 ST.pdf","","","",""
"Key Management Systems","secunet konnektor 2.0.0, Version 5.0.5:2.0.0","Secunet Security Networks AG","DE","EAL3+","BSI-CC-PP-0097-V2-2020","04/08/2022","04/07/2027","http://commoncriteriaportal.org:443/files/epfiles/1044V5a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1044V5b_pdf.pdf","","","",""
"Key Management Systems","secunet konnektor 2.0.0, Version 5.0.5:2.0.0","Secunet Security Networks AG","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.3","","04/08/2022","04/07/2027","http://commoncriteriaportal.org:443/files/epfiles/1184a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1184b_pdf.pdf","","","",""
"Key Management Systems","secunet konnektor 2.1.0, Version 5.0.5:2.1.0","Secunet Security Networks AG","DE","EAL3+,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5","BSI-CC-PP-0097-V2-2020","04/08/2022","04/07/2027","http://commoncriteriaportal.org:443/files/epfiles/1128V4a_pdf.pdf","http://commoncriteriaportal.org:443/files/epfiles/1128V4b_pdf.pdf","","","",""
"Key Management Systems","Verizon UniCERT v5.5.1","Verizon Australia Pty Ltd","MY","EAL2+,ALC_FLR.2","","05/26/2021","05/26/2026","http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C120-CR-V1.pdf","http://commoncriteriaportal.org:443/files/epfiles/Verizon UniCERT 5.5.1 Security Target v0.8.pdf","","","",""
"Key Management Systems","IDnomic ID CA Version 1.3.7","IDNOMIC","FR","EAL4+,ALC_FLR.3","","05/12/2021","05/12/2026","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2021_17fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2021-17en.pdf","","","",""
"Key Management Systems","Verizon UniCERT v5.4.1","Verizon Australia Pty Ltd","MY","EAL2+,ALC_FLR.2","","07/15/2019","07/15/2024","http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C104-CR-V1a.pdf","http://commoncriteriaportal.org:443/files/epfiles/Verizon (B190101) UniCERT 5.4.1 Security Target 1.2.pdf","","","",""
"Key Management Systems","Fortix Security Suite version 1.17.1","Blue Fortress Sdn Bhd","MY","EAL2","","06/17/2019","06/17/2024","http://commoncriteriaportal.org:443/files/epfiles/ISCB-5-RPT-C100-CR-v1.pdf","http://commoncriteriaportal.org:443/files/epfiles/Fortix Security Suite Security Target 0.5.pdf","","","",""
"Mobility","Motorola Mobility LLC Mobile Devices on Android 12","Motorola Mobility LLC","US","None","MOD_BT_V1.0,PKG_TLS_V1.1,PP_MDF_V3.2,PP_WLAN_CLI_EP_V1.0","06/16/2023","03/30/2025","http://commoncriteriaportal.org:443/files/epfiles/st_vid11341-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11341-st.pdf","","","",""
"Mobility","Samsung SDS EMM and EMM Agent for Android v2.2.5","Samsung SDS Co., Ltd","US","None","MOD_MDM_AGENT_V1.0,PKG_TLS_V1.1,PP_MDM_V4.0","06/16/2023","06/16/2025","http://commoncriteriaportal.org:443/files/epfiles/st_vid11362-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11362-st.pdf","","","",""
"Mobility","vivo X Fold2 on OriginOS 3.0","vivo Mobile Communication Co., Ltd","SE","EAL1+,ASE_SPD.1,ALC_TSU_EXT.1","MOD_BT_V1.0,MOD_WLANC_V1.0,PKG_TLS_V1.1,PP_MDF_V3.3","05/10/2023","04/13/2028","http://commoncriteriaportal.org:443/files/epfiles/Certification Report - vivo X Fold2 on OriginOS 3.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/vivo X Fold2 on OriginOS 3.0 Security Target.pdf","","","",""
"Mobility","Zebra SM6375 Devices on Android 11","Zebra Technologies Corporation","US","None","MOD_BT_V1.0,PKG_TLS_V1.1,PP_MDF_V3.2,PP_WLAN_CLI_EP_V1.0","04/27/2023","03/30/2025","http://commoncriteriaportal.org:443/files/epfiles/st_vid11337-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11337-st.pdf","","","",""
"Mobility","Samsung Electronics Co., Ltd. Samsung Galaxy Devices on Android 13- Spring","Samsung Electronics Co., Ltd.","US","None","MOD_BT_V1.0,MOD_VPNC_V2.4,MOD_WLANC_V1.0,PKG_TLS_V1.1,PP_MDF_V3.2","04/26/2023","04/26/2025","http://commoncriteriaportal.org:443/files/epfiles/st_vid11342-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11342-st.pdf","","","",""
"Mobility","Strong Customer Authentication pour Apple Pay sur Apple Watch avec S7 exécutant watchOS 8.5.1 (Version 8.5.1 (build 19T252))","Apple Inc.","FR","EAL2+,ADV_FSP.3,ALC_FLR.3","","03/27/2023","03/27/2028","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2023_17fr.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2023_17en.pdf","","","",""
"Mobility","Strong Customer Authentication pour Apple Pay sur iPhone 13 avec A15 Bionic exécutant iOS 15.4.1 Version 15.4.1 (build 19E258)","Apple Inc.","FR","EAL2+,ADV_FSP.3,ALC_FLR.3","","03/27/2023","03/27/2028","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2023_18fr-2.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2023_18en.pdf","","","",""
"Mobility","Strong Customer Authentication pour Apple Pay sur iPhone SE (2nde génération) avec A13 Bionic exécutant iOS 15.4.1 (Version 15.4.1 (build 19E258))","Apple Inc.","FR","EAL2+,ADV_FSP.3,ALC_FLR.3","","03/27/2023","03/27/2028","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2023_15fr-2.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2023_15en.pdf","","","",""
"Mobility","Strong Customer Authentication pour Apple Pay sur Mac mini avec M1 et Magic keyboard avec Touch ID, exécutant macOS Monterey 12.3.1 (Version 12.3.1 (build 21E258))","Apple Inc.","FR","EAL2+,ADV_FSP.3,ALC_FLR.3","","03/27/2023","03/27/2028","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2023_19fr-2.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2023_19en.pdf","","","",""
"Mobility","Strong Customer Authentication pour Apple Pay sur MacBook Air 2020 avec M1 exécutant macOS Monterey 12.3.1 (Version 12.3.1 (build 21E258))","Apple Inc.","FR","EAL2+,ADV_FSP.3,ALC_FLR.3","","03/27/2023","03/27/2028","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2023_16fr-2.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-cc-2023_16en.pdf","","","",""
"Mobility","VMware Workspace ONE Unified Endpoint Management Version 2209","VMware","US","None","MOD_MDM_AGENT_V1.0,PP_MDM_V4.0","03/07/2023","03/07/2025","http://commoncriteriaportal.org:443/files/epfiles/st_vid11326-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11326-st.pdf","","","",""
"Mobility","Strong customer authentication pour Apple Pay sur Apple Watch série 4 exécutant watchOS 7.4.1 (Version 18T201)","Apple Inc.","FR","EAL2+,ADV_FSP.3,ALC_FLR.3","","03/01/2023","03/01/2028","http://commoncriteriaportal.org:443/files/epfiles/anssi-cc-2023_13.pdf","http://commoncriteriaportal.org:443/files/epfiles/anssi-cible-2023_13en.pdf","","","",""
"Mobility","HyperG appGuard appShield system version 6.6","HyperG Smart Security Technology Pte, Ltd.","SG","EAL2","","01/31/2023","01/31/2028","http://commoncriteriaportal.org:443/files/epfiles/[CER] HyperG appGuard appShield Certification Report v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/HyperG_appShield_ST_v2.0.pdf","","","",""
"Mobility","Google Pixel Devices on Android 13","Google LLC","US","None","MOD_BT_V1.0,MOD_WLANC_V1.0,PKG_TLS_V1.1,PP_MDF_V3.3","01/24/2023","01/24/2025","http://commoncriteriaportal.org:443/files/epfiles/st_vid11317-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11317-st.pdf","","","",""
"Mobility","Panasonic Connect TOUGHBOOK Devices on Android 11","Panasonic Connect of North America","US","None","MOD_BT_V1.0,PKG_TLS_V1.1,PP_MDF_V3.2,PP_WLAN_CLI_EP_V1.0","12/16/2022","12/16/2024","http://commoncriteriaportal.org:443/files/epfiles/st_vid11315-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11315-st.pdf","","","",""
"Mobility","Apple iOS 15","Apple Inc.","US","None","MOD_BT_V1.0,MOD_MDM_AGENT_V1.0,MOD_VPNC_V2.3,PKG_TLS_V1.1,PP_MDF_V3.2,PP_WLAN_CLI_EP_V1.0","11/04/2022","11/04/2024","http://commoncriteriaportal.org:443/files/epfiles/st_vid11237-vr.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11237-st.pdf","11/30/2022","Apple iOS 15: iPhones, Update from v15.1.0 to v15.7.1","http://commoncriteriaportal.org:443/files/epfiles/st_vid11237-add1.pdf","http://commoncriteriaportal.org:443/files/epfiles/st_vid11237-st.pdf"
