id,category,name,manufacturer,scheme,assurance_level,protection_profile,certification_id,certification_date,archived_date,certification_report_url,security_target_url,maintenance_date,maintenance_title,maintenance_report,maintenance_st,conformance_claim,cctl,remark
1659,"Other Devices and Systems","NetApp Element Software 12.2 on SolidFire Appliances","NetApp, Inc.",CA,"EAL2+,ALC_FLR.2",NULL,NULL,03/08/2022,03/08/2027,"http://commoncriteriaportal.org:443/files/epfiles/550-LSS CR v1.0.pdf","http://commoncriteriaportal.org:443/files/epfiles/550-LSS ST v1.0.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1660,"Other Devices and Systems","Huawei OceanStor 100D Storage System Software v8.0.3","Huawei Technologies Co. Ltd.",ES,"EAL3+,ALC_FLR.2",NULL,NULL,03/05/2022,03/05/2027,http://commoncriteriaportal.org:443/files/epfiles/2020-53-INF-3711.pdf,http://commoncriteriaportal.org:443/files/epfiles/2020-53-ST.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1661,"Other Devices and Systems","Axonius Cybersecurity Asset Management Platform v4.0-f","Axonius Federal Systems LLC",US,NULL,"PKG_TLS_V1.1,PP_APP_V1.3,PP_SSH_EP_V1.0",NULL,03/04/2022,03/04/2024,http://commoncriteriaportal.org:443/files/epfiles/st_vid11201-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11201-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1662,"Other Devices and Systems","VMware Carbon Black App Control v8.8.2",VMware,US,NULL,"PP_ESM_AC_V2.1,PP_ESM_PM_V2.1",NULL,03/03/2022,03/03/2024,http://commoncriteriaportal.org:443/files/epfiles/st_vid11158-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11158-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1663,"Other Devices and Systems","Apple macOS 11 Big Sur: Contacts","Apple Inc.",US,NULL,PP_APP_V1.3,NULL,02/28/2022,02/28/2024,http://commoncriteriaportal.org:443/files/epfiles/st_vid11243-st.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11243-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1664,"Other Devices and Systems","Kaspersky Security Center (version 13.0.0.11247)","AO Kaspersky Lab",IT,"EAL2+,ALC_FLR.1",NULL,NULL,01/31/2022,01/31/2027,http://commoncriteriaportal.org:443/files/epfiles/cr_ksc13_v1.0_en.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_ksc13_v2.02.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1665,"Other Devices and Systems","Vertiv CYBEX SCUSBHIDFILTER Firmware Version 40404-0E7 and Vertiv CYBEX SCKM140PP4 KM Switch Firmware Version 40404-0E7","Vertiv IT Systems",US,NULL,"MOD_KM_V1.0,PP_PSD_V4.0",NULL,01/31/2022,01/31/2027,http://commoncriteriaportal.org:443/files/epfiles/st_vid11254-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11254-st1.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1666,"Other Devices and Systems","Kaspersky Endpoint Security for Windows (version 11.6.0.394 AES256)","AO Kaspersky Lab",IT,"EAL2+,ALC_FLR.1",NULL,NULL,01/26/2022,01/26/2027,http://commoncriteriaportal.org:443/files/epfiles/cr_kes116_v1.0_en.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_lite_kes116_v2.04.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1667,"Other Devices and Systems","Belkin F1DN002MOD-KM-4, F1DN004MOD-KM-4 and F1DN-FLTR-HID-4 Firmware Version 40404-0E7 Peripheral Sharing Devices","Belkin International, Inc.",CA,NULL,"MOD_KM_V1.0,PP_PSD_V4.0",NULL,01/24/2022,01/24/2027,"http://commoncriteriaportal.org:443/files/epfiles/535-EWA CR.pdf","http://commoncriteriaportal.org:443/files/epfiles/ST 1.6 Belkin_CFG_PSD-KM_Combined_ST_1.6.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1668,"Other Devices and Systems","CONEXA 3.0 Version 1.2","Theben AG",DE,"EAL4+,ALC_FLR.2,AVA_VAN.5",SMARTMETERGATEWAYPP_V1.3,NULL,01/24/2022,01/23/2030,http://commoncriteriaportal.org:443/files/epfiles/0918V3a.pdf,http://commoncriteriaportal.org:443/files/epfiles/0918V3b.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1669,"Other Devices and Systems","Red Hat Virtualization v4.3","Red Hat, Inc.",IT,"EAL2+,ALC_FLR.3",NULL,NULL,01/18/2022,01/18/2027,http://commoncriteriaportal.org:443/files/epfiles/cr_red_hat_virtualization_43_en.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_red_hat_virtualization_43_v2.3.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1670,"Other Devices and Systems","Cisco HyperFlex 3.5(2a) Systems HX Series","Cisco Systems, Inc.",NL,EAL2,NULL,NULL,01/13/2022,01/13/2027,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-215885-cr2-1.0.pdf,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-215885_2-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1671,"Other Devices and Systems","Cisco AnyConnect Secure Mobility Client v4.10 for Android 11","Cisco Systems, Inc.",US,NULL,"MOD_VPNC_V2.3,PP_APP_V1.3",NULL,12/29/2021,12/29/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11227-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11227-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1672,"Other Devices and Systems","Cisco AnyConnect Secure Mobility Client v4.10 for Windows 10","Cisco Systems, Inc.",US,NULL,"MOD_VPNC_V2.3,PP_APP_V1.3",NULL,12/29/2021,12/29/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11226-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11226-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1673,"Other Devices and Systems","fiskaly Cloud Crypto Service Provider 1.3.0","fiskaly GmbH",DE,"EAL2+,ALC_CMS.3,ALC_LCD.1",NULL,NULL,12/17/2021,12/17/2026,http://commoncriteriaportal.org:443/files/epfiles/1153V3a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1153V3b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1674,"Other Devices and Systems","Forcepoint NGFW 6.10","Forcepoint LLC",US,NULL,"CPP_ND_V2.2E,MOD_CPP_FW_V1.4E",NULL,12/16/2021,12/16/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11234-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11234-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1675,"Other Devices and Systems","D-TRUST Web-Dienst TSE-SMAERS for DF Fiskal Cloud Connect Version 1.3.3","D-Trust GmbH",DE,"EAL2,ALC_CMC.3,ALC_LCD.1",BSI-PP-0105-V2,NULL,12/15/2021,12/14/2029,http://commoncriteriaportal.org:443/files/epfiles/1166a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1166b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1676,"Other Devices and Systems","Huawei OptiX OSN 9800 V100R020C10 Software Management Component V100R020C10SPC300","Huawei Technologies Co., Ltd.",NL,"EAL4+,ALC_FLR.2",NULL,NULL,12/13/2021,12/13/2026,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0351849-CR-1.0.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0351849-ST.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1677,"Other Devices and Systems","Black Box Secure KM Switch (CAC Models)","Black Box, Inc.",US,NULL,"MOD_AO_V1.0,MOD_KM_V1.0,MOD_UA_V1.0,PP_PSD_V4.0",NULL,12/10/2021,12/10/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11242-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11242-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1678,"Other Devices and Systems","Black Box Secure KVM Switch (Non-CAC Models)","Black Box, Inc.",US,NULL,"MOD_AO_V1.0,MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0",NULL,12/10/2021,12/10/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11241-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11241-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1679,"Other Devices and Systems","Black Box Secure KVM Switch/Isolator (CAC Models)","Black Box, Inc.",US,NULL,NULL,NULL,12/10/2021,12/10/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11240-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11240-st1.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1680,"Other Devices and Systems","HUAWEI MA5800 Software Management Component V100R020C10SPC301","Huawei Technologies Co., Ltd.",NL,"EAL4+,ALC_FLR.2",NULL,NULL,12/09/2021,12/09/2026,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0351844-CR-1.0.pdf,http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0351844-ST.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1681,"Other Devices and Systems","fiskaly Security Module Application for Electronic Record-keeping Systems, Version 1.0.6","fiskaly GmbH",DE,"EAL2,ALC_CMS.3,ALC_LCD.1",BSI-PP-0105-V2,NULL,12/03/2021,12/02/2029,http://commoncriteriaportal.org:443/files/epfiles/1130V2a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1130V2b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1682,"Other Devices and Systems","Seagate Secure® TCG SSC Self-Encrypting Drives","Seagate Technology, LLC",US,NULL,CPP_FDE_EE_V2.0E,NULL,12/02/2021,12/02/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-st.pdf,03/09/2022,"Seagate Secure® TCG SSC Self-Encrypting Drives",http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-add.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-st.pdf,NULL,NULL,NULL
1683,"Other Devices and Systems","Seagate Secure® TCG SSC Self-Encrypting Drives","Seagate Technology, LLC",US,NULL,CPP_FDE_EE_V2.0E,NULL,12/02/2021,12/02/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-st.pdf,06/10/2022,"Seagate Secure® TCG SSC Self-Encrypting Drives",http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-add2.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-st-2.pdf,NULL,NULL,NULL
1684,"Other Devices and Systems","Seagate Secure® TCG SSC Self-Encrypting Drives","Seagate Technology, LLC",US,NULL,CPP_FDE_EE_V2.0E,NULL,12/02/2021,12/02/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11209-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1685,"Other Devices and Systems","Smart TV Security Solution V6.0 for Samsung Knox","Samsung Electronics Co., Ltd.",KR,EAL1,NULL,NULL,11/22/2021,11/22/2026,"http://commoncriteriaportal.org:443/files/epfiles/[KECS-CR-21-66] Smart TV Security Solution V6.0 for Samsung Knox Certification Report.pdf","http://commoncriteriaportal.org:443/files/epfiles/[ENG] Smart TV Security Solution_V6.0_for_Samsung_Knox_Security_Target_Lite_V1.1.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1686,"Other Devices and Systems","Vertiv CYBEX SC820DPH, SC840DPH, SC920DPH, SC940DPH, SC840DPHC, SC940DPHC, SC840DVI, SC940DVI Firmware Version 44404-E7E7 Peripheral Sharing Devices","Vertiv IT Systems",US,NULL,"MOD_AO_V1.0,MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0",NULL,11/19/2021,11/19/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11252-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11252-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1687,"Other Devices and Systems","SMAERS for a.sign TSE Online, Version 1.2.0","A-Trust Gesellschaft für Sicherheitssysteme im elektronischen Datenverkehr GmbH",DE,"EAL2,ALC_CMS.3,ALC_LCD.1",BSI-PP-0105-V2,NULL,11/11/2021,11/10/2029,http://commoncriteriaportal.org:443/files/epfiles/1140a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1140b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1688,"Other Devices and Systems","D-TRUST Web-Dienst TSE-CSP, Version 1.1.1","D-Trust GmbH",DE,"EAL2+,ALC_CMS.3,ALC_LCD.1","BSI-DSZ-CC-PP-0112-2020,BSI-DSZ-CC-PP-0113-2020,BSI-PP-0111",NULL,11/10/2021,11/10/2026,http://commoncriteriaportal.org:443/files/epfiles/1139V3a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1139V3b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1689,"Other Devices and Systems","Huawei 3900 Series LTE eNodeB Core Software V100R015C10SPC270","Huawei Technologies Co. Ltd.",ES,"EAL4+,ALC_FLR.1",NULL,NULL,11/04/2021,11/04/2026,"http://commoncriteriaportal.org:443/files/epfiles/2019-34 INF-3639.pdf","http://commoncriteriaportal.org:443/files/epfiles/2019-34 ST.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1690,"Other Devices and Systems","EGA Application Firmware v2.0 for SSR Type I, SSR Type II with/without SAS, SSR Type III","EGA Elektronik G&uuml;venlik Altyap&#x131;s&#x131; A.&#x15e;.",TR,"EAL4+,ALC_DVS.2",NULL,NULL,11/02/2021,11/02/2026,http://commoncriteriaportal.org:443/files/epfiles/139-CR.pdf,http://commoncriteriaportal.org:443/files/epfiles/139-ST.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1691,"Other Devices and Systems","Bundesdruckerei Document Application with tamper-evident casing, Document Application Version 2.4.6; (Firmware Vers. 1.3.28, HW Vers. 0)","Bundesdruckerei GmbH",DE,EAL3,DMT-PP,NULL,10/27/2021,10/27/2026,http://commoncriteriaportal.org:443/files/epfiles/1181a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1181b_pdf.pdf,03/09/2022,"Bundesdruckerei Document Application with tamper-evident casing, Document Application Version 2.4.6; (Firmware Vers. 1.3.28, HW Vers. 0)",http://commoncriteriaportal.org:443/files/epfiles/1181MA01a_pdf.pdf,NULL,NULL,NULL,NULL
1692,"Other Devices and Systems","Bundesdruckerei Document Application with tamper-evident casing, Document Application Version 2.4.6; (Firmware Vers. 1.3.28, HW Vers. 0)","Bundesdruckerei GmbH",DE,EAL3,DMT-PP,NULL,10/27/2021,10/27/2026,http://commoncriteriaportal.org:443/files/epfiles/1181a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1181b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1693,"Other Devices and Systems","Bundesdruckerei Document Application with tamper-evident casing, Document Application Version 2.4.6; (Firmware Vers. 1.3.28, HW Vers. 0)","Bundesdruckerei GmbH",DE,EAL3,CC_PP_INSPEC_SYS_V1.01,NULL,10/27/2021,10/27/2026,http://commoncriteriaportal.org:443/files/epfiles/1181a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1181b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1694,"Other Devices and Systems","Vertiv CYBEX SCMDR0001 Multi-Domain Smart Card Reader Firmware Version 40040-0E7","Vertiv IT Systems",US,NULL,"MOD_UA_V1.0,PP_PSD_V4.0",NULL,10/22/2021,10/22/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11145-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11145-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1695,"Other Devices and Systems","VMware Workspace ONE Boxer Email Client Version 21.05",VMware,US,NULL,"PP_APP_EMAILCLIENT_EP_V2.0,PP_APP_V1.3",NULL,10/05/2021,10/05/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11157-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11157-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1696,"Other Devices and Systems","Huawei iMaster NCE V100R020C10 for NCE-Fabric, NCE-FabricInsight, NCE-CampusInsight, NCE-WAN Version V100R20C10SPC100 and iMaster NCE V300R020C10 for NCE-Campus Version V300R020C10SPC100","Huawei Technologies Co., Ltd.",NL,"EAL4+,ALC_FLR.2",NULL,NULL,09/20/2021,09/20/2026,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0351632-cr.pdf,http://commoncriteriaportal.org:443/files/epfiles/nscib-cc-0351632-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1697,"Other Devices and Systems","SK41D-4TR KVM, Firmware Version 44404-E7E7","High Sec Labs, Inc.",US,NULL,"MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0",NULL,09/15/2021,09/15/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11193-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11193-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1698,"Other Devices and Systems","NetApp Volume Encryption (NVE) Appliances running ONTAP 9.7P13","NetApp, Inc.",US,NULL,"CPP_FDE_AA_V2.0E,CPP_FDE_EE_V2.0E",NULL,09/08/2021,09/30/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11175-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11175-st.pdf,09/30/2022,"NetApp Volume Encryption (NVE) Running ONTAP 9.10.1P7",http://commoncriteriaportal.org:443/files/epfiles/st_vid11175-add1.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11175-st-2.pdf,NULL,NULL,NULL
1699,"Other Devices and Systems","NetApp Volume Encryption (NVE) Appliances running ONTAP 9.7P13","NetApp, Inc.",US,NULL,"CPP_FDE_AA_V2.0E,CPP_FDE_EE_V2.0E",NULL,09/08/2021,09/30/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11175-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11175-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1700,"Other Devices and Systems","NetApp Storage Encryption (NSE) running ONTAP 9.7P13","NetApp, Inc.",US,NULL,CPP_FDE_AA_V2.0E,NULL,09/07/2021,09/30/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11174-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11174-st.pdf,09/30/2022,"NetApp Storage Encryption (NSE) Running ONTAP 9.10.1P7",http://commoncriteriaportal.org:443/files/epfiles/st_vid11174-add1.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11174-st-2.pdf,NULL,NULL,NULL
1701,"Other Devices and Systems","NetApp Storage Encryption (NSE) running ONTAP 9.7P13","NetApp, Inc.",US,NULL,CPP_FDE_AA_V2.0E,NULL,09/07/2021,09/30/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11174-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11174-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1702,"Other Devices and Systems","Zeta Server v1.1.1","Prolan Power Zrt.",IT,NULL,PP_APP_V1.3,NULL,09/07/2021,09/07/2026,http://commoncriteriaportal.org:443/files/epfiles/cr_zeta_zerver_111_v1.0_en.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_zeta_zerver_111_v1.3.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1703,"Other Devices and Systems","SMGW Version 1.2","Power Plus Communications AG",DE,"EAL4+,AVA_VAN.5,ALC_FLR.2",SMARTMETERGATEWAYPP_V1.3,NULL,09/05/2021,09/05/2029,http://commoncriteriaportal.org:443/files/epfiles/0831V4a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/0831V4b_pdf.pdf,12/15/2021,"SMGW, Version 1.2.1",http://commoncriteriaportal.org:443/files/epfiles/0831V4ma1a_pdf.pdf,NULL,NULL,NULL,NULL
1704,"Other Devices and Systems","SMGW Version 1.2","Power Plus Communications AG",DE,"EAL4+,AVA_VAN.5,ALC_FLR.2",SMARTMETERGATEWAYPP_V1.3,NULL,09/05/2021,09/05/2029,http://commoncriteriaportal.org:443/files/epfiles/0831V4a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/0831V4b_pdf.pdf,02/15/2022,"SMGW, Version 1.2.2",http://commoncriteriaportal.org:443/files/epfiles/0831V4ma1a_pdf.pdf,NULL,NULL,NULL,NULL
1705,"Other Devices and Systems","SMGW Version 1.2","Power Plus Communications AG",DE,"EAL4+,AVA_VAN.5,ALC_FLR.2",SMARTMETERGATEWAYPP_V1.3,NULL,09/05/2021,09/05/2029,http://commoncriteriaportal.org:443/files/epfiles/0831V4a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/0831V4b_pdf.pdf,03/04/2022,"SMGW, Version 1.2",http://commoncriteriaportal.org:443/files/epfiles/0831V4ma3_pdf.pdf,NULL,NULL,NULL,NULL
1706,"Other Devices and Systems","SMGW Version 1.2","Power Plus Communications AG",DE,"EAL4+,AVA_VAN.5,ALC_FLR.2",SMARTMETERGATEWAYPP_V1.3,NULL,09/05/2021,09/05/2029,http://commoncriteriaportal.org:443/files/epfiles/0831V4a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/0831V4b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1707,"Other Devices and Systems","Sekuryx Secure KVM Switch (CAC Models)","Sekuryx, Inc.",US,NULL,"MOD_AO_V1.0,MOD_KM_V1.0,MOD_UA_V1.0,MOD_VI_V1.0,PP_PSD_V4.0",NULL,09/03/2021,09/03/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11168-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11168-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1708,"Other Devices and Systems","Sekuryx Secure KVM Switch (Non-CAC Models)","Sekuryx, Inc.",US,NULL,"MOD_AO_V1.0,MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0",NULL,09/03/2021,09/03/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11169-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11169-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1709,"Other Devices and Systems","Tripp Lite Secure KVM Switch (CAC Models)","Trippe Manufacturing Company",US,NULL,"MOD_AO_V1.0,MOD_KM_V1.0,MOD_UA_V1.0,MOD_VI_V1.0,PP_PSD_V4.0",NULL,09/01/2021,09/01/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11166-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11166-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1710,"Other Devices and Systems","Tripp Lite Secure KVM Switch (Non-CAC Models)","Trippe Manufacturing Company",US,NULL,"MOD_AO_V1.0,MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0",NULL,09/01/2021,09/01/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11167-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11167-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1711,"Other Devices and Systems","ePA Modul Frontend des Versicherten v1.0.7","CompuGroup Medical Deutschland AG",DE,EAL2,NULL,NULL,08/27/2021,08/26/2026,http://commoncriteriaportal.org:443/files/epfiles/1159a_pdf.pdf,http://commoncriteriaportal.org:443/files/epfiles/1159b_pdf.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1712,"Other Devices and Systems","Vertiv CYBEX SCMV2160DPH, SC840DVIE, SC940DVIE, SC840HE, SC940HE, SC840DPE, SC940DPE Firmware Version 44404-E7E7 Peripheral Sharing Devices","ZTE Corporation",US,NULL,"MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0",NULL,08/27/2021,08/27/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11122-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11122-st.pdf,01/25/2022,"Vertiv CYBEX SCMV2160DPH, SC840DVIE, SC940DVIE, SC840HE, SC940HE, SC840DPE, SC940DPE Firmware Version 44404-E7E7 Peripheral Sharing Devices",http://commoncriteriaportal.org:443/files/epfiles/st_vid11122-add1.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11122-st.pdf,NULL,NULL,NULL
1713,"Other Devices and Systems","Vertiv CYBEX SCMV2160DPH, SC840DVIE, SC940DVIE, SC840HE, SC940HE, SC840DPE, SC940DPE Firmware Version 44404-E7E7 Peripheral Sharing Devices","ZTE Corporation",US,NULL,"MOD_KM_V1.0,MOD_VI_V1.0,PP_PSD_V4.0",NULL,08/27/2021,08/27/2026,http://commoncriteriaportal.org:443/files/epfiles/st_vid11122-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11122-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1714,"Other Devices and Systems","CertAgent v7.0 Patch Level 9","Information Security Corporation",US,NULL,PP_CA_V2.1,NULL,08/06/2021,08/06/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11180-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11180-st.pdf,04/21/2022,"CertAgent v7.0 Patch Level 9.6",http://commoncriteriaportal.org:443/files/epfiles/st_vid11180-add1.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11180-st.pdf,NULL,NULL,NULL
1715,"Other Devices and Systems","CertAgent v7.0 Patch Level 9","Information Security Corporation",US,NULL,PP_CA_V2.1,NULL,08/06/2021,08/06/2023,http://commoncriteriaportal.org:443/files/epfiles/st_vid11180-vr.pdf,http://commoncriteriaportal.org:443/files/epfiles/st_vid11180-st.pdf,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1716,"Other Devices and Systems","SolarWinds Orion Suite for Federal Government V4.1","Solarwinds Worldwide, LLC",NL,"EAL2+,ALC_FLR.2",NULL,NULL,08/02/2021,08/02/2026,"http://commoncriteriaportal.org:443/files/epfiles/NSCIB-CC-0036280-CR-1.0 2021-08-02.pdf","http://commoncriteriaportal.org:443/files/epfiles/SolarWinds Orion ST v2.4.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL
